x,y,z,d
0.19,0.8317781,0.31325443,85.264786
-0.06,0.4317781,0.16325443,85.58531
-0.01,0.7817781,0.16325443,86.2212
0.19,0.4317781,0.51325443,87.371475
0.09,0.7817781,0.11325443,87.55493
0.19,0.7317781,0.66325443,87.63638
-0.06,0.2317781,0.41325443,88.64055
-0.11,-0.5682219,0.66325443,88.7695
-0.16,-0.0682219,0.21325443,89.14653
-0.01,-0.5182219,0.71325443,89.28706
0.04,0.3317781,0.16325443,89.33752
-0.01,0.2317781,0.46325443,89.41589
0.14,-0.2182219,0.46325443,89.892044
0.14,-0.1682219,0.41325443,90.272385
0.04,-0.3182219,0.16325443,90.28855
0.19,0.3817781,0.16325443,91.15036
0.04,0.0317781,0.16325443,91.283615
-0.31,0.5317781,0.11325443,91.47502
0.04,-0.3182219,0.26325443,91.5798
-0.21,-0.0682219,0.21325443,91.86554
0.34,-0.5682219,0.66325443,91.88178
-0.11,0.2317781,0.21325443,92.06199
-0.01,-0.5682219,0.66325443,92.40646
0.04,-0.2682219,0.21325443,92.741425
-0.31,0.5817781,0.11325443,92.80899
0.14,-0.4182219,0.66325443,93.33984
0.19,0.5317781,0.16325443,93.39519
-0.06,0.8817781,0.11325443,93.415054
-0.26,-0.6182219,0.66325443,93.85423
-0.26,0.5817781,0.11325443,93.91125
-0.06,0.2317781,0.36325443,94.019104
0.24,-0.2682219,0.51325443,94.46797
0.14,0.5817781,0.31325443,94.9549
-0.21,-0.0182219,0.21325443,95.49133
-0.31,0.5817781,0.16325443,95.49978
0.29,-0.5182219,0.86325443,95.905045
-0.21,0.0817781,0.46325443,96.10507
0.04,-0.2682219,0.26325443,96.293785
0.19,-0.5182219,0.81325443,97.07029
0.09,-0.5182219,0.71325443,97.20494
0.14,-0.0682219,0.21325443,98.224724
-0.06,0.8317781,0.16325443,98.63597
0.04,0.5817781,0.16325443,98.788055
-0.06,-0.2682219,0.16325443,98.912094
0.24,-0.2682219,0.56325443,99.00824
-0.06,-0.1182219,0.21325443,99.18025
0.39,-0.6682219,0.86325443,99.18538
0.04,0.7317781,0.16325443,99.51212
-0.01,0.1317781,0.21325443,99.732574
-0.01,-0.6182219,0.66325443,100.498055
-0.06,-0.0682219,0.11325443,100.587746
-0.21,0.6817781,0.11325443,100.62262
-0.21,0.2817781,0.16325443,100.87709
-0.06,0.0317781,0.21325443,100.95854
-0.16,0.0317781,0.21325443,101.00957
-0.31,-0.5182219,0.86325443,101.33559
-0.06,-0.3182219,0.21325443,101.40576
0.24,0.2317781,0.21325443,101.50423
-0.06,0.0817781,0.21325443,102.247925
-0.16,0.4817781,0.11325443,102.59299
0.04,-0.1682219,0.21325443,102.7043
0.19,-0.2182219,0.36325443,102.70979
-0.26,0.6817781,0.21325443,103.20766
-0.01,0.2317781,0.21325443,103.237076
-0.21,-0.1682219,0.66325443,103.497574
-0.16,0.8817781,0.26325443,103.9722
-0.11,-0.5182219,0.76325443,104.315186
-0.01,-0.2682219,0.26325443,104.424034
-0.06,0.1817781,0.21325443,104.658035
0.24,-0.3182219,0.41325443,104.9167
0.14,0.6317781,0.26325443,105.594185
-0.26,-0.7682219,0.66325443,105.64209
-0.21,0.5317781,0.11325443,105.68881
0.09,-0.3182219,0.16325443,105.91765
0.14,-0.5182219,0.71325443,106.604774
-0.11,-0.4682219,0.76325443,106.857544
-0.06,0.1317781,0.21325443,108.00957
-0.21,0.8817781,0.11325443,108.51813
-0.31,0.0317781,0.41325443,108.68339
-0.11,-0.1182219,0.31325443,108.707596
-0.11,0.2817781,0.11325443,108.9404
-0.01,0.6817781,0.71325443,108.94299
-0.31,-0.5182219,0.71325443,109.08746
-0.06,0.0317781,0.16325443,109.21931
-0.01,-0.7682219,0.66325443,109.22017
0.19,0.4317781,0.21325443,109.30144
-0.21,-0.0182219,0.41325443,109.47156
-0.11,0.4317781,0.61325443,109.60936
-0.16,0.4317781,0.36325443,109.643265
-0.11,0.5317781,0.11325443,110.50194
-0.16,0.3817781,0.26325443,110.52339
0.19,0.2817781,0.16325443,110.56508
-0.16,0.2817781,0.21325443,110.6107
-0.11,-0.2182219,0.11325443,111.069275
-0.11,0.1817781,0.21325443,111.27557
-0.21,-0.2682219,0.56325443,111.60541
-0.26,0.5317781,0.21325443,111.90523
0.24,0.6817781,0.21325443,112.05172
-0.21,0.6817781,0.41325443,112.73634
-0.01,-0.3182219,0.26325443,113.25278
-0.31,-0.7182219,0.66325443,113.55594
0.24,0.5817781,0.26325443,114.22026
0.14,0.8317781,0.61325443,114.22307
0.04,-0.1182219,0.21325443,114.67709
0.14,0.4817781,0.11325443,114.72804
0.19,0.2317781,0.16325443,114.96276
0.14,-0.2682219,0.51325443,115.6454
0.19,-0.2182219,0.51325443,115.652016
-0.16,-0.5682219,0.66325443,115.737854
-0.06,-0.4682219,0.71325443,116.54212
-0.16,0.8817781,0.21325443,116.856064
-0.16,0.8817781,0.41325443,116.86312
-0.11,0.4317781,0.11325443,116.9122
0.04,-0.0182219,0.11325443,117.09131
-0.06,0.7817781,0.16325443,117.22858
-0.01,0.2317781,0.41325443,119.44267
-0.16,-0.4182219,0.66325443,119.69806
-0.11,0.8817781,0.11325443,119.736115
0.09,0.5317781,0.61325443,120.03017
0.09,0.3317781,0.16325443,120.235886
-0.01,0.0817781,0.26325443,120.31159
0.14,0.6817781,0.16325443,121.26169
0.14,0.3817781,0.26325443,121.718735
-0.01,0.6817781,0.16325443,121.81849
-0.31,-0.5182219,0.81325443,122.122345
-0.31,0.6317781,0.21325443,122.50987
-0.06,-0.2682219,0.21325443,122.585014
-0.16,-0.1182219,0.36325443,123.07462
-0.01,-0.5182219,0.86325443,123.15801
0.09,-0.3682219,0.21325443,123.41206
0.14,0.8817781,0.26325443,123.69732
0.09,0.5817781,0.11325443,124.976456
0.19,-0.0682219,0.21325443,126.03626
0.09,-0.1182219,0.26325443,126.05098
0.09,0.6317781,0.16325443,126.16902
-0.01,-0.0682219,0.26325443,126.58447
0.19,-0.1182219,0.26325443,126.609344
0.19,-0.1682219,0.31325443,127.458725
0.29,0.0317781,0.41325443,127.539566
0.14,0.6817781,0.11325443,128.23123
-0.21,-0.0682219,0.26325443,128.39558
-0.16,-0.0682219,0.26325443,128.50867
-0.01,0.2817781,0.21325443,129.3218
-0.01,-0.0682219,0.21325443,129.35043
0.14,-0.0182219,0.16325443,129.75105
-0.31,0.3817781,0.11325443,129.79565
0.04,-0.7682219,0.66325443,130.88907
-0.16,0.0317781,0.16325443,131.54292
0.19,0.0317781,0.31325443,131.6335
-0.11,-0.5182219,0.81325443,132.03716
-0.11,0.1817781,0.16325443,132.24602
-0.01,-0.0182219,0.26325443,132.8675
0.09,0.8317781,0.11325443,132.8882
-0.31,0.6317781,0.16325443,132.9043
0.09,-0.5182219,0.81325443,133.18599
0.09,0.3317781,0.11325443,133.37975
0.04,0.0817781,0.26325443,133.51573
-0.01,-0.7182219,0.66325443,133.84734
-0.01,0.6817781,0.11325443,134.08266
0.09,-0.0682219,0.26325443,134.56151
-0.21,-0.7182219,0.66325443,134.58554
0.24,0.8317781,0.11325443,134.83693
-0.26,-0.0682219,0.16325443,134.94426
-0.21,-0.5182219,0.76325443,135.09816
-0.31,-0.6182219,0.66325443,135.50203
-0.21,0.5817781,0.21325443,136.12668
0.24,0.4817781,0.16325443,136.48874
0.04,0.4317781,0.11325443,137.15646
-0.06,-0.5182219,0.91325443,137.32893
0.14,-0.5182219,0.86325443,137.37724
-0.21,0.4817781,0.56325443,137.38228
0.04,-0.5182219,0.81325443,137.9778
0.19,-0.3182219,0.46325443,138.92278
-0.26,0.3817781,0.21325443,139.15157
-0.26,-0.5182219,0.76325443,139.76076
0.19,-0.5182219,0.91325443,139.83598
-0.01,-0.0182219,0.21325443,140.82425
0.09,0.4317781,0.16325443,141.16595
-0.21,-0.2682219,0.51325443,141.43074
-0.21,0.5817781,0.26325443,141.60062
-0.26,-0.5182219,0.91325443,141.68752
-0.21,-0.2682219,0.46325443,141.69667
0.09,-0.5182219,0.76325443,142.08224
0.09,-0.4682219,0.71325443,142.41893
-0.21,0.4317781,0.16325443,143.21411
-0.01,0.2317781,0.51325443,143.93227
-0.11,0.7817781,0.16325443,143.9902
0.34,-0.6182219,0.66325443,144.24419
-0.11,-0.0682219,0.16325443,144.3931
-0.31,0.9317781,0.11325443,144.56114
-0.16,0.3317781,0.21325443,145.05461
0.04,-0.7182219,0.66325443,145.37279
-0.26,0.6817781,0.26325443,145.39253
0.29,0.0317781,0.16325443,146.07352
-0.26,0.5817781,0.21325443,146.1054
-0.11,0.7317781,0.11325443,146.97517
0.14,-0.1682219,0.36325443,147.19043
0.14,-0.1182219,0.36325443,147.25783
-0.06,0.3817781,0.26325443,147.38484
0.04,0.7817781,0.16325443,147.5276
-0.11,-0.4182219,0.91325443,147.90211
0.19,-0.2682219,0.51325443,148.46837
0.14,0.0317781,0.16325443,149.1827
0.24,0.4817781,0.51325443,149.79083
-0.01,0.6317781,0.71325443,149.96864
0.14,-0.5182219,0.76325443,150.07274
0.09,0.3817781,0.11325443,150.6764
0.24,-0.7682219,0.66325443,150.81377
-0.21,0.6817781,0.16325443,151.37456
0.09,0.8817781,0.56325443,151.46022
-0.31,0.4817781,0.11325443,152.4709
0.24,-0.0182219,0.36325443,152.49414
